146.id,tt0088993,tt0101414
2279.actors,"Jack Angstreich,Eric Cadbourne,Bill Heidbreder","Jack Angstreich,Eric Chadbourne,Bill Heidbreder"
3396.name,Agent Cody Bapnks,Agent Cody Banks
32.id,tt0090021,tt0092099
6230.description,"The mastersleuth hunts his archenemy, Professor Moriarty, who is planning the crime of the century.","The master sleuth hunts his archenemy, Professor Moriarty, who is planning the crime of the century."
5677.genre,"AnimationComedy,Drama","Animation,Comedy,Drama"
3649.filming_locations,"Tulane Uiversity - 6823 St. Charles Avenue, New Orleans, Louisiana, USA","Tulane University - 6823 St. Charles Avenue, New Orleans, Louisiana, USA"
4897.filming_locations,"Bgrentford F.C, Griffin Park, Brentford, Middlesex, England, UK","Brentford F.C, Griffin Park, Brentford, Middlesex, England, UK"
6039.director,Robertz Iscove,Robert Iscove
2141.name,uThe Da Vinci Code,The Da Vinci Code
6236.id,t0037168,tt0037168
231.creator,Roy uHuggins,Roy Huggins
3738.language,Eglish,English
3258.country,"Franc,eUSA","France,USA"
6910.director,Roland mEmerich,Roland Emmerich
3266.genre,"Drama,Familgy","Drama,Family"
7012.release_date,15 January 20d10 (USA),15 January 2010 (USA)
6104.name,eCleopatra,Cleopatra
6080.review_count,"35 user,39critic","35 user,39 critic"
5131.duration,94 smin,94 min
168.id,tt0088993,tt0082894
7308.language,Eniglish,English
1299.country,SUA,USA
1875.filming_locations,"Burnside Skatepark, Portland, Oregon,USA","Burnside Skatepark, Portland, Oregon, USA"
5030.director,Russel lMulcahy,Russell Mulcahy
186.creator,Trais Mathews,Travis Mathews
2553.director,Rick Stveenson,Rick Stevenson
2823.review_count,"8 user,6 criitc","8 user,6 critic"
856.creator,"Jennifer Vnetimilia,Joshua Sternin","Jennifer Ventimilia,Joshua Sternin"
6126.casting,"Steve McQueen,Fvaye Dunaway,Paul Burke,Jack Weston,Biff McGuire,Addison Powell,Astrid Heeren,Gordon Pinsent,Yaphet Kotto,Sidney Armus,Richard Bull,Peg Shirley,Patrick Horgan,Carol Corbett,Tom Rosqui","Steve McQueen,Faye Dunaway,Paul Burke,Jack Weston,Biff McGuire,Addison Powell,Astrid Heeren,Gordon Pinsent,Yaphet Kotto,Sidney Armus,Richard Bull,Peg Shirley,Patrick Horgan,Carol Corbett,Tom Rosqui"
959.casting,"Johnny Depp,FreddieHighmore,David Kelly,Helena Bonham Carter,Noah Taylor,Missi Pyle,James Fox,Deep Roy,Christopher Lee,Adam Godley,Franziska Troegner,AnnaSophia Robb,Julia Winter,Jordan Fry,Philip Wiegratz","Johnny Depp,Freddie Highmore,David Kelly,Helena Bonham Carter,Noah Taylor,Missi Pyle,James Fox,Deep Roy,Christopher Lee,Adam Godley,Franziska Troegner,AnnaSophia Robb,Julia Winter,Jordan Fry,Philip Wiegratz"
5292.id,tt1g532588,tt1532588
3826.director,Lewis iMlestone,Lewis Milestone
158.genre,"Comedy,Romane","Comedy,Romance"
4460.name,Tangerbine,Tangerine
1555.id,tt303758,tt3603758
7369.description,A serial killer in Los Angeles celebrates Jack the Ripper's 100tah birthday by committing similar murders.,A serial killer in Los Angeles celebrates Jack the Ripper's 100th birthday by committing similar murders.
3371.country,USgA,USA
3896.genre,"Action,Sci-Fi,Thrller","Action,Sci-Fi,Thriller"
4820.filming_locations,Gerany,Germany
2596.id,ttt0080040,tt0080040
6319.country,SA,USA
5611.genre,"Adventure,FamilyFantasy","Adventure,Family,Fantasy"
1255.release_date,10 December 200 (USA),10 December 2010 (USA)
4875.duration,97 in,97 min
1980.id,tt0d037008,tt0037008
1374.actors,"Tilikum,Dave Duffus,Samanha Berg","Tilikum,Dave Duffus,Samantha Berg"
115.casting,"Priscilla C. Shirer,T.C. Stallings,Karen Aebrcrombie,Beth Moore,Michael Jr.,Jadin Harris,Tenae Downing,Alena Pitts,Kathleen Dellinger,Toochukwu T.C. Anyachonkeya,Noël Baker,Perry Ball,J.D. Banks,Elizabeth Becka,Audrey Blackwelder","Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore,Michael Jr.,Jadin Harris,Tenae Downing,Alena Pitts,Kathleen Dellinger,Toochukwu T.C. Anyachonkeya,Noël Baker,Perry Ball,J.D. Banks,Elizabeth Becka,Audrey Blackwelder"
1797.release_date,4 Januarry 2002 (USA),4 January 2002 (USA)
2717.casting,"Eddie Murphy,Thomas Haden Church,Yara Shahidi,Ronny Cox,Stephen Rannazzisi,Nicole Ari Parker,DeRay Davis,Vanessa Williams,Martin Sheen,Lauren Weedman,Timm Sharp,Daniel Polo,Stephen Root,Ricahrd Schiff,Marin Hinkle","Eddie Murphy,Thomas Haden Church,Yara Shahidi,Ronny Cox,Stephen Rannazzisi,Nicole Ari Parker,DeRay Davis,Vanessa Williams,Martin Sheen,Lauren Weedman,Timm Sharp,Daniel Polo,Stephen Root,Richard Schiff,Marin Hinkle"
3507.id,tt0835307,tt0385307
6912.name,Unleased,Unleashed
2417.genre,"Drama,uMsic,Romance","Drama,Music,Romance"
4029.name,rPogeny,Progeny
5858.review_count,"38 usr,29 critic","38 user,29 critic"
3107.release_date,14 April 1958 (razil),14 April 1958 (Brazil)
852.director,John Mrulowski,John Murlowski
894.release_date,19 May 200r6 (USA),19 May 2006 (USA)
4772.filming_locations,"Beverly Hills, California, USA***","Beverly Hills, California, USA"
5145.name,The Inviattion,The Invitation
3724.casting,"Christia Hendricks,Philip Seymour Hoffman,Eddie Marsan,Caleb Landry Jones,Jack O'Connell,Bill Buell,Rebecca Kling,David Apicella,Bridget Barkan,Michael Drayer,Prudence Wright Holmes,Eddie McGee,Molly Price,John Turturro,Domenick Lombardozzi","Christina Hendricks,Philip Seymour Hoffman,Eddie Marsan,Caleb Landry Jones,Jack O'Connell,Bill Buell,Rebecca Kling,David Apicella,Bridget Barkan,Michael Drayer,Prudence Wright Holmes,Eddie McGee,Molly Price,John Turturro,Domenick Lombardozzi"
166.id,tt0032484,tt0102250
2558.language,Enghlish,English
7210.review_count,"60 user,279 critic","260 user,279 critic"
3105.release_date,14 October 1926 (SA),14 October 1926 (USA)
4982.casting,"John Travolta,Dustin Hoffman,Mia Kirshner,Alan Alda,Robert Prosy,Blythe Danner,William Atherton,Ted Levine,Tammy Lauren,William O'Leary,Raymond J. Barry,Lucinda Jenney,Akosua Busia,Ebbe Roe Smith,Bingwa","John Travolta,Dustin Hoffman,Mia Kirshner,Alan Alda,Robert Prosky,Blythe Danner,William Atherton,Ted Levine,Tammy Lauren,William O'Leary,Raymond J. Barry,Lucinda Jenney,Akosua Busia,Ebbe Roe Smith,Bingwa"
3032.release_date,14 July 959 (Denmark),14 July 1959 (Denmark)
1360.creator,"Henry Gayden,Henr yGayden","Henry Gayden,Henry Gayden"
4300.genre,"Drama,Roamnce","Drama,Romance"
826.id,tt1860353***,tt1860353
5577.language,Egnlish,English
4951.description,"In a galaxy, a group of aliens are sent on a secret mission to save their planet from a black hole, upon arriving at their destination, an asteroid cllides with their vessel causing the ...","In a galaxy, a group of aliens are sent on a secret mission to save their planet from a black hole, upon arriving at their destination, an asteroid collides with their vessel causing the ..."
7327.duration,o85 min,85 min
5398.casting,"Dermot Magennis,Callum Maloney,Tara Flynn,Ava Connolly,Paul Tylak,Alan Stanford,Aileen Mythen,Patrick FtizSymons,Carla Becker,Franciska Friede,Lotta Doll,Tina Eschmann,Patrick Bach,Chris Evans,Wolf Frass","Dermot Magennis,Callum Maloney,Tara Flynn,Ava Connolly,Paul Tylak,Alan Stanford,Aileen Mythen,Patrick FitzSymons,Carla Becker,Franciska Friede,Lotta Doll,Tina Eschmann,Patrick Bach,Chris Evans,Wolf Frass"
240.release_date,19 Jluy 2002 (UK),19 July 2002 (UK)
2757.language,EnglishPersian,"English,Persian"
3642.review_count,NxULL,NULL
2862.description,"I 1997, when the US President crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in for a rescue.","In 1997, when the US President crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in for a rescue."
7236.duration,101min,101 min
5737.review_count,"5 user,18 critic","57 user,18 critic"
2378.actors,"Cuba Gooding Jr.Ed Harris,Debra Winger","Cuba Gooding Jr.,Ed Harris,Debra Winger"
2804.description,"A teenage girl travels to Paris in the 1970s trying to find out about her sister's uicide, and falls in love with her dead sister's boyfriend.","A teenage girl travels to Paris in the 1970s trying to find out about her sister's suicide, and falls in love with her dead sister's boyfriend."
4573.casting,"Paul Ohlman,Tony Cacaro,Tara Kiely,Michael Potter,Cheri Craig,Siphelele Vezi,Mike Urias,Charlene bGreen,Jacob Green,Ariel Green-Hill,Kathleen Green-Hill,Mariah Green-Hill,John Oathout,Clifford Pollock,Scooter","Paul Ohlman,Tony Cacaro,Tara Kiely,Michael Potter,Cheri Craig,Siphelele Vezi,Mike Urias,Charlene Green,Jacob Green,Ariel Green-Hill,Kathleen Green-Hill,Mariah Green-Hill,John Oathout,Clifford Pollock,Scooter"
6051.actors,"Cate Blanchett,sClive Owen,Geoffrey Rush","Cate Blanchett,Clive Owen,Geoffrey Rush"
2344.description,"During the depression, a union leader and a young woman become criminals to exact revenge on the manaement of a railroad.","During the depression, a union leader and a young woman become criminals to exact revenge on the management of a railroad."
1959.actors,"Clint Eastwood,nIger Stevens,Pat Hingle","Clint Eastwood,Inger Stevens,Pat Hingle"
3054.genre,"Cometdy,Family","Comedy,Family"
3977.id,tt1378u378,tt1378378
4568.filming_locations,UNLL,NULL
6319.id,tt2537716,tt2537176
59.id,tt0032484,tt1253864
2105.description,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hidjacks the Enterprise for an obsessive search for God at the center of the galaxy.,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.
1163.name,Thxe Hunchback of Notre Dame,The Hunchback of Notre Dame
3973.review_count,"101 user,192 critioc","101 user,192 critic"
6621.casting,"Sean Taylor,Tesss Cinpinski,Luke Balek,Aaron Starnes,Paige Jordan,Renee Sebby,Chelsea Nelson,Randall Cropp,Audi Bergman,Gianna Piccone,Ina Roquet","Sean Taylor,Tess Cinpinski,Luke Balek,Aaron Starnes,Paige Jordan,Renee Sebby,Chelsea Nelson,Randall Cropp,Audi Bergman,Gianna Piccone,Ina Roquet"
1549.genre,Dramua,Drama
2195.actors,"Gene Hackman,Al Pacino,DorothyT ristan","Gene Hackman,Al Pacino,Dorothy Tristan"
5873.director,Hvéctor Olivera,Héctor Olivera
566.description,Add a Plt,Add a Plot
5679.id,tt0039n998,tt0039998
7161.creator,"Kubec Glasomn,John Bright","Kubec Glasmon,John Bright"
3333.creator,"Charles Band,Michaelf McGann","Charles Band,Michael McGann"
2132.review_count,"57 user,37 criic","57 user,37 critic"
6702.name,SouthernR ites,Southern Rites
5558.casting,"Victoria Justice,Jackson Nicoll,Chelsea Handle,Josh Pence,Jane Levy,Thomas Mann,Thomas McDonell,Carrie Clifford,Barry Livingston,Ele Bardha,Osric Chau,Zamani Munashe,Bobby Thomas,James Pumphrey,Thomas Middleditch","Victoria Justice,Jackson Nicoll,Chelsea Handler,Josh Pence,Jane Levy,Thomas Mann,Thomas McDonell,Carrie Clifford,Barry Livingston,Ele Bardha,Osric Chau,Zamani Munashe,Bobby Thomas,James Pumphrey,Thomas Middleditch"
7205.duration,120 in,120 min
1420.actors,"Anna Faris,Jon Abrahams,Maroln Wayans","Anna Faris,Jon Abrahams,Marlon Wayans"
1353.release_date,4 March 150 (USA),4 March 1950 (USA)
488.id,tt0061170,tt0061107
685.filming_locations,"Monterey, California, UaSA","Monterey, California, USA"
3029.actors,"Doris Day,Gordon MacRae,Jac kSmith","Doris Day,Gordon MacRae,Jack Smith"
1269.duration,128 mikn,128 min
37.id,tt0032484,tt0062622
3160.name,Tammy and the Bachleor,Tammy and the Bachelor
2612.casting,"Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito,Martin Short,Sarah Jessica Parker,Michael J. Fox,Rod Steiger,Tom Jones,Lukas Haas,Natalie Portman,Jim Brown,Lisa Mwarie,Sylvia Sidney","Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito,Martin Short,Sarah Jessica Parker,Michael J. Fox,Rod Steiger,Tom Jones,Lukas Haas,Natalie Portman,Jim Brown,Lisa Marie,Sylvia Sidney"
5930.casting,"John Travolta,James ashly,Rebecca Tilney,Debra Mooney,Vince Vaughn,Teri Polo,Leland L. Jones,Matt O'Leary,Ruben Santiago-Hudson,Susan Floyd,William Parry,Suzanne Nystrom,George Christy,Steve Buscemi,David Bridgewater","John Travolta,James Lashly,Rebecca Tilney,Debra Mooney,Vince Vaughn,Teri Polo,Leland L. Jones,Matt O'Leary,Ruben Santiago-Hudson,Susan Floyd,William Parry,Suzanne Nystrom,George Christy,Steve Buscemi,David Bridgewater"
2903.id,t0265662,tt0265662
2896.genre,"Adventure,Drama,Fanttasy","Adventure,Drama,Fantasy"
5686.director,Victor Savlle,Victor Saville
6530.name,Tihe Flash,The Flash
26.id,tt0032484,tt1074638
6886.genre,Comnedy,Comedy
4874.actors,"Hamilton von Watts,Lisa Sheridan,Keri Safnran","Hamilton von Watts,Lisa Sheridan,Keri Safran"
5689.director,Jamaes Wan,James Wan
1176.actors,"Tyrone Powe,rMarlene Dietrich,Charles Laughton","Tyrone Power,Marlene Dietrich,Charles Laughton"
1087.description,The discovery fo a generations-old mystery leads to a most extraordinary and surprising family reunion.,The discovery of a generations-old mystery leads to a most extraordinary and surprising family reunion.
995.director,Bradl Silberling,Brad Silberling
3357.language,Englih,English
1374.filming_locations,"Sea World, San Diego, Czalifornia, USA","Sea World, San Diego, California, USA"
5435.director,Jwohn Grooters,John Grooters
3954.filming_locations,Bahams,Bahamas
74.id,tt0090021,tt0022481
1838.language,Engish,English
3888.release_date,15 June 201l2 (USA),15 June 2012 (USA)
5845.review_count,"17 user,32 ritic","17 user,32 critic"
2379.language,Englih,English
94.id,tt0088993,tt0022268
580.genre,"Ation,Thriller","Action,Thriller"
5653.casting,"Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,John Heard,Penjelope Ann Miller,Alice Drummond,Judith Malina,Barton Heyman,George Martin,Anne Meara,Richard Libertini,Laura Esterman,Dexter Gordon,Jayne Haynes","Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,John Heard,Penelope Ann Miller,Alice Drummond,Judith Malina,Barton Heyman,George Martin,Anne Meara,Richard Libertini,Laura Esterman,Dexter Gordon,Jayne Haynes"
4344.creator,"Lee Loeb,John Gratn","Lee Loeb,John Grant"
499.description,"After finding his brorther murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government.","After finding his brother murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government."
1028.review_count,"600 user,188 wcritic","600 user,188 critic"
4794.filming_locations,"Montréal, Qébec, Canada","Montréal, Québec, Canada"
3261.filming_locations,"Iverson Ranch - 1 Iverson Lane, Chatsworht, Los Angeles, California, USA","Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA"
19.id,tt0032484,tt0320691
141.id,tt0088993,tt0390521
7199.description,Writer Harqry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilamanjaro.,Writer Harry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilamanjaro.
959.genre,"Adventure,Comed,yFamily","Adventure,Comedy,Family"
3377.review_count,2 suer,2 user
4697.genre,"Action,Corime,Drama","Action,Crime,Drama"
6935.genre,"Documentray,History","Documentary,History"
7203.casting,"Susan Hayward,John Gavin,Vera Miles,Charles Drake,Virginia Grey,Reginald Gardiner,Tammy Marihugh,Robert Eyer,Natalie Schafer,Dsoreen McLean,Alex Gerry,Karen Norris,Hayden Rorke,Mary Lawrence,Joseph Cronin","Susan Hayward,John Gavin,Vera Miles,Charles Drake,Virginia Grey,Reginald Gardiner,Tammy Marihugh,Robert Eyer,Natalie Schafer,Doreen McLean,Alex Gerry,Karen Norris,Hayden Rorke,Mary Lawrence,Joseph Cronin"
68.id,tt0088993,tt0069303
2384.name,"Me, Natlaie","Me, Natalie"
272.review_count,"24 user,8 criitc","24 user,8 critic"
5904.casting,"Mimi Lesseos,Oliver Page,Christopher Cass,Ira Gold,Juil James,Gokor Chivichyan,James Michael White,Tony Gibson,Lee Wessof,Shenin Siapinski,Thyra Metz,Darline Harris,Cynthia Tiajero,Cheryl Anne,Mitch Gibney","Mimi Lesseos,Oliver Page,Christopher Cass,Ira Gold,Juli James,Gokor Chivichyan,James Michael White,Tony Gibson,Lee Wessof,Shenin Siapinski,Thyra Metz,Darline Harris,Cynthia Tiajero,Cheryl Anne,Mitch Gibney"
5975.review_count,"161 userr,226 critic","161 user,226 critic"
7038.actors,"Noelle Perris,Ben Trimm,Gabriel Rssa","Noelle Perris,Ben Trimm,Gabriel Rissa"
3397.duration,88 mn,88 min
608.language,Englsh,English
3362.director,"Robin uBdd,Donovan Cook","Robin Budd,Donovan Cook"
3366.creator,"Mary Rodgesr,Mary Rodgers","Mary Rodgers,Mary Rodgers"
6089.director,Randall Batinoff,Randall Batinkoff
3923.duration,91 mni,91 min
4605.name,The aCine Mutiny,The Caine Mutiny
1058.description,"Two men separated by 100 years are united in their search for freedom. In 1856 a slave, Samuel Woodward and his family, escape from the Monroe Plantation near Richxmond, Virginia. A secret ...","Two men separated by 100 years are united in their search for freedom. In 1856 a slave, Samuel Woodward and his family, escape from the Monroe Plantation near Richmond, Virginia. A secret ..."
5869.language,Enbglish,English
66.id,tt0032484,tt0087258
7175.language,fEnglish,English
3930.country,UAS,USA
915.director,Jaomes Cameron,James Cameron
801.casting,"Jason Bateman,Victor Pagan,Jennifer Aniston,Jeff Goldblum,Juliette Lewis,Todd Louiso,Scott Elrod,Patrick Wilson,Rebecca Naomi Jones,Kelli Barrett,Jeremy J. Mohler,Will Swenson,Edward James Hyland,Carolne Dhavernas,Brian Podnos","Jason Bateman,Victor Pagan,Jennifer Aniston,Jeff Goldblum,Juliette Lewis,Todd Louiso,Scott Elrod,Patrick Wilson,Rebecca Naomi Jones,Kelli Barrett,Jeremy J. Mohler,Will Swenson,Edward James Hyland,Caroline Dhavernas,Brian Podnos"
1877.description,"Suzanne Stone is an aspiring TV personality wo will do anything to be in the spotlight, including enlisting three teenagers to kill her husband.","Suzanne Stone is an aspiring TV personality who will do anything to be in the spotlight, including enlisting three teenagers to kill her husband."
23.id,tt0054215,tt0120363
1993.director,Gavi O'Connor,Gavin O'Connor
1095.language,Engish,English
6188.name,Guy and Dolls,Guys and Dolls
936.description,A chronicle of the lifea nd presidency of George W. Bush.,A chronicle of the life and presidency of George W. Bush.
7293.review_count,"73 usr,32 critic","73 user,32 critic"
3631.release_date,4 September 201 (USA),4 September 2015 (USA)
5639.language,Englihs,English
6548.director,Patrick readon,Patrick Creadon
2102.filming_locations,Indai,India
4463.language,Egnlish,English
218.name,Trainwrfeck,Trainwreck
1203.id,tt044988,tt0449088
330.review_count,"13 9user,98 critic","139 user,98 critic"
5214.genre,Famly,Family
894.review_count,"248 user,166c ritic","248 user,166 critic"
3652.language,Englislh,English
7306.creator,Rb Zombie,Rob Zombie
1217.casting,"John Wayne,Robert Mitchum,James Caan,Charlene Holt,Paul Fix,Arthur Hunnicutt,Michele Carey,R.G. Armstrong,Edward Asner,Christopher George,Marina Ghane,Robert Donner,John Gabriel,Johnny Crawfoqrd,Robert Rothwell","John Wayne,Robert Mitchum,James Caan,Charlene Holt,Paul Fix,Arthur Hunnicutt,Michele Carey,R.G. Armstrong,Edward Asner,Christopher George,Marina Ghane,Robert Donner,John Gabriel,Johnny Crawford,Robert Rothwell"
8.id,tt0889671,tt0092796
3009.creator,Chuck Wililams,Chuck Williams
4690.name,The A-tTeam,The A-Team
251.duration,139v min,139 min
1813.release_date,24 January 2003 (USAg),24 January 2003 (USA)
819.language,Englkish,English
3893.creator,"Phil Graziadei,LeighJaniak","Phil Graziadei,Leigh Janiak"
115.id,tt0088993,tt3832914
4010.actors,"Adrian Pasdar,Jenny Wright,Lance Hegnriksen","Adrian Pasdar,Jenny Wright,Lance Henriksen"
1917.description,"Seeking shelter from a storm, five travelers are in for a bizarre and trrifying night when the stumble upon the Femm family estate.","Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when the stumble upon the Femm family estate."
1121.review_count,"193 use,r237 critic","193 user,237 critic"
615.casting,"William Tepper,Karen Black,Michael Margotta,Bruce Dern,Robert Towne,Henry Jaglom,Michael Warren,June Fairchild,Don Hanmer,Lynette Bernay,Joseph Walsh,Harry Gittes,Charles uRobinson,Bill Sweek,David Ogden Stiers","William Tepper,Karen Black,Michael Margotta,Bruce Dern,Robert Towne,Henry Jaglom,Michael Warren,June Fairchild,Don Hanmer,Lynette Bernay,Joseph Walsh,Harry Gittes,Charles Robinson,Bill Sweek,David Ogden Stiers"
5657.duration,107 mni,107 min
6963.casting,"James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison,Paul Richards,Victor Buono,James Gregory,Jeff Corefy,Natalie Trundy,Thomas Gomez,David Watson,Don Pedro Colley,Tod Andrews,Gregory Sierra,Eldon Burke","James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison,Paul Richards,Victor Buono,James Gregory,Jeff Corey,Natalie Trundy,Thomas Gomez,David Watson,Don Pedro Colley,Tod Andrews,Gregory Sierra,Eldon Burke"
3047.genre,"Drama,Famiyl","Drama,Family"
5738.name,Moluin Rouge,Moulin Rouge
2935.description,Add a Plto,Add a Plot
4683.review_count,"2 user,3 critic","12 user,3 critic"
4296.language,Eznglish,English
6832.language,Engliskh,English
855.duration,93 mn,93 min
3600.duration,48min,48 min
424.id,tt4140129,tt1440129
5991.filming_locations,"entral Park, Manhattan, New York City, New York, USA","Central Park, Manhattan, New York City, New York, USA"
4728.language,"English,Frenhc","English,French"
7252.name,The Stunt aMn,The Stunt Man
958.review_count,"144 user,180 critci","144 user,180 critic"
4222.filming_locations,"Bedford-Stuyvsant, Brooklyn, New York City, New York, USA","Bedford-Stuyvesant, Brooklyn, New York City, New York, USA"
1075.review_count,2 ser,2 user
4883.filming_locations,"Castel Film Studios,m Bucharest, Romania","Castel Film Studios, Bucharest, Romania"
3036.name,Anchor sAweigh,Anchors Aweigh
6152.actors,"Vincent D'Onofrio,Salma Hayek,Thomas Janne","Vincent D'Onofrio,Salma Hayek,Thomas Jane"
7096.director,Courtey Solomon,Courtney Solomon
457.description,Osccar and Felix take a road trip to their son and daughter's wedding.,Oscar and Felix take a road trip to their son and daughter's wedding.
3440.review_count,NUL,NULL
2167.id,tt025934,tt0259324
2420.description,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a whte picket fence....","Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence...."
965.language,Englihs,English
1421.language,Engllish,English
4740.actors,"Val Kilmer,Sam Shepard,Graham Gerene","Val Kilmer,Sam Shepard,Graham Greene"
6971.duration,1t02 min,102 min
6758.creator,Jhon Carney,John Carney
1032.description,A former professional wrestlejr is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.,A former professional wrestler is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.
1601.genre,"Comedy,Drmaa,Sport","Comedy,Drama,Sport"
1201.duration,113 mni,113 min
3572.description,The lif of a top chef changes when she becomes the guardian of her young niece.,The life of a top chef changes when she becomes the guardian of her young niece.
6633.country,SA,USA
7063.genre,ComedyHorror,"Comedy,Horror"
7254.release_date,23 June 1b998 (USA),23 June 1998 (USA)
3995.review_count,"5 uswer,49 critic","5 user,49 critic"
1670.filming_locations,Malota,Malta
5986.id,tt0045785,tt0045758
1598.actors,"Jodie Foster,Yun-Fat Chow,Bai iLng","Jodie Foster,Yun-Fat Chow,Bai Ling"
5146.name,gMystery Men,Mystery Men
1410.duration,92 mpin,92 min
7351.creator,"Don Macnini,Don Mancini","Don Mancini,Don Mancini"
5340.review_count,NULjL,NULL
101.director,gMichael Curtiz,Michael Curtiz
5516.genre,rama,Drama
4532.duration,h85 min,85 min
3861.release_date,30 Juen 2000 (USA),30 June 2000 (USA)
3840.director,ennis Hopper,Dennis Hopper
4641.director,H. BruceHumberstone,H. Bruce Humberstone
3130.language,"kEnglish,Turkish","English,Turkish"
6448.casting,"Richard Jaeckel,Jennifer Bishop,Buffy Dee,Harold Sakata,John Davis Chandler,Ben Kronen,Paul Preston,Milon 'Butterball' Smith,Bob Gordon,Jerry Albert,Richard O'Barry,Luke Halpin,Dan Fitzgerald,Bob Leslie,Raff Prieto","Richard Jaeckel,Jennifer Bishop,Buffy Dee,Harold Sakata,John Davis Chandler,Ben Kronen,Paul Preston,Milton 'Butterball' Smith,Bob Gordon,Jerry Albert,Richard O'Barry,Luke Halpin,Dan Fitzgerald,Bob Leslie,Raff Prieto"
4351.country,nUSA,USA
3267.director,Simon Winceur,Simon Wincer
589.id,tt0066286***,tt0066286
6357.language,Enwglish,English
6366.name,Ex Machian,Ex Machina
2370.release_date,22 December 2000 (UaSA),22 December 2000 (USA)
1866.language,"English,Spanisho,French,German","English,Spanish,French,German"
5843.language,Englsh,English
4218.id,tt140865,tt1403865
5977.duration,92min,92 min
183.id,tt0088993,tt0113416
6180.country,UbSA,USA
5580.name,The CorsicanBrothers,The Corsican Brothers
185.id,tt0088993,tt1178665
2413.name,The Day the Eartgh Stood Still,The Day the Earth Stood Still
6821.creator,Bret Anthoyny Johnston,Bret Anthony Johnston
1579.release_date,o19 August 1983 (USA),19 August 1983 (USA)
6487.id,tt011939,tt0119349
6710.creator,"Joshua Baerwadl,William T. Smith","Joshua Baerwald,William T. Smith"
568.release_date,22 April 183 (USA),22 April 1983 (USA)
5810.release_date,14 September 201 4(USA),14 September 2014 (USA)
172.id,tt0065112,tt0047889
6197.creator,Bilgei Ebiri,Bilge Ebiri
1411.genre,"Comdy,Sport","Comedy,Sport"
3943.name,Kinyarwanad,Kinyarwanda
6824.duration,99 imn,99 min
5234.duration,68min,68 min
200.actors,"Sean Penn,Reni Santoni,Jqim Moody","Sean Penn,Reni Santoni,Jim Moody"
4173.creator,iWlliam Shakespeare,William Shakespeare
4266.duration,84 smin,84 min
2320.filming_locations,"Cineccittà Studios, Cinecittà, Rome, Lazio, Italy","Cinecittà Studios, Cinecittà, Rome, Lazio, Italy"
182.filming_locations,"Marymount High School - 10643 W. Sunset Blvd., Los Angeles, Californai, USA","Marymount High School - 10643 W. Sunset Blvd., Los Angeles, California, USA"
669.genre,"Comedy,Crime,nHorror","Comedy,Crime,Horror"
1723.actors,"Julia Robers,Kirsten Dunst,Julia Stiles","Julia Roberts,Kirsten Dunst,Julia Stiles"
1848.genre,"Action,yHorror,Thriller","Action,Horror,Thriller"
2719.review_count,NyULL,NULL
7090.id,tt302718r8,tt3027188
3268.casting,"Matt Damon,Danny DeVito,Cklaire Danes,Jon Voight,Mary Kay Place,Dean Stockwell,Teresa Wright,Virginia Madsen,Mickey Rourke,Andrew Shue,Red West,Johnny Whitworth,Wayne Emmons,Adrian Roberts,Roy Scheider","Matt Damon,Danny DeVito,Claire Danes,Jon Voight,Mary Kay Place,Dean Stockwell,Teresa Wright,Virginia Madsen,Mickey Rourke,Andrew Shue,Red West,Johnny Whitworth,Wayne Emmons,Adrian Roberts,Roy Scheider"
1096.name,Dolhpin Tale,Dolphin Tale
178.actors,"John Wayne,Stewart Granger,zErnie Kovacs","John Wayne,Stewart Granger,Ernie Kovacs"
5241.description,A family intervention goes horrifically awry within the snowy confines of anisolated lake house.,A family intervention goes horrifically awry within the snowy confines of an isolated lake house.
6141.genre,omedy,Comedy
